PART_NUMBER,QTN_REV_3D,MEAN_SIZE_3D,DRAWING_CODE,ATP,QTN_REV_2D,MEAN_SIZE_2D,QTY_SHEETS,QTY_DIMENSIONS,QTY_VIEWS,QTY_PART_LIST,QTY_TEXT_INFORMATION,LEAD_TIME_1,TRIM_AND_FINISH,LEAD_TO_RELEASE,QTY_ECN_2D
D754137-11,1,183475,MP,F49-1-RWZ1,1,559030,1,11,4,0,125,55,0,55,0
D754161-65,1,675662,SM,F49-1-AZO1,1,854317,1,23,9,0,113,57,0,57,0
D754223-47,1,204644,NM,F49-1-RWZ1,1,594526,1,12,5,0,124,53,0,53,0
D754262-525,1,138715,TA,F49-1-AZO1,1,1625001,1,3,6,139,103,97,-1,97,0
D754262-611,1,130570,SA,F49-1-AZO1,1,2782200,2,14,11,142,191,97,-1,97,0
D754304-49,1,756052,PL,F49-1-ATC2,1,709106,1,9,5,0,92,8,0,7,0
D754304-51,1,782578,PL,F49-1-ATC2,1,749154,1,14,5,0,93,8,0,7,0
D754304-541,3,283348,TA,F49-1-ATC2,3,3362026,3,0,13,311,254,8,0,7,2
D754304-543,2,,BS,F49-1-ATC2,2,948235,1,2,5,79,98,8,0,7,1
D754304-545,2,58498,PL,F49-1-ATC2,2,1034965,1,18,5,26,127,8,0,7,1
D754304-547,1,72104,PL,F49-1-ATC2,1,1052924,1,21,5,20,121,8,0,7,0
D754304-553,1,23902,PL,F49-1-ATC2,1,686503,1,8,5,3,96,8,0,7,0
D756161-537,1,91393,SA,F49-1-AZO1,1,838414,1,3,5,60,116,99,0,99,0
D756161-637,1,42367,PL,F49-1-AZO1,1,777526,1,16,5,14,106,95,0,95,0
D756304-575,2,41191,SA,F49-1-REU1,2,769460,1,3,5,46,140,58,0,58,1
D756304-675,2,87544,PL,F49-1-REU1,2,713793,1,9,5,17,128,58,0,58,1
D756337-519,2,75227,DA,F49-1-REU1,2,1168508,1,11,8,71,168,56,0,56,1
D756337-529,1,96804,DA,F49-1-ATC2,1,1340449,2,14,8,78,184,252,-1,253,0
D756337-619,2,36913,CC,F49-1-REU1,2,770146,1,22,8,20,139,56,0,56,1
D756337-625,1,45986,CC,F49-1-IAW1,1,1067120,2,29,12,22,179,245,0,245,0
D756705-523,1,33837,EL,F49-1-ATC2,1,935739,1,3,3,8,105,250,0,249,0
D757001-605,3,749746,TA,F49-1-JBU1,3,30968231,2,10,22,929,361,93,0,93,2
D757001-613,2,1674506,TA,F49-1-JBU1,2,60314043,3,6,20,1315,403,66,0,65,1
D757001-615,1,681126,TA,F49-1-ACA1,1,28711929,3,11,24,896,418,25,-1,25,0
D757001-617,1,1704690,TA,F49-1-BAG1,1,56395685,3,14,21,1353,408,284,-1,-279,1
D757001-619,2,792383,TA,F49-1-JBU1,2,60149997,3,15,20,1315,404,24,0,24,1
D757001-621,2,1668869,TA,F49-1-0003,2,57991129,3,14,20,1349,413,27,0,27,1
D757001-623,3,1594424,TA,F49-1-BTI3,3,55972670,3,14,20,1244,397,62,-1,-104,3
D757001-625,1,732981,TA,F49-1-JBU1,1,30899823,2,10,22,917,360,54,0,-285,0
D757001-633,1,679472,TA,F49-1-ACA1,1,28651084,3,11,24,897,416,96,-1,96,0
D757001-635,2,720484,TA,F49-1-JBU1,2,31664909,2,10,22,917,362,,-1,-32,1
D757001-637,1,712442,TA,F49-1-BAG1,1,31169662,2,10,22,898,360,98,-1,97,0
D757001-639,1,719257,TA,F49-1-AFR1,1,31524677,2,11,22,918,359,95,-1,95,0
D757001-649,2,1698494,TA,F49-1-ACA1,2,58432897,6,14,26,1318,514,,-1,9,1
D757001-657,1,764977,TA,F49-1-BTI4,1,65609550,6,15,26,1212,492,77,-1,67,0
D757001-659,1,848458,TA,F49-1-BAG1,1,60195608,6,15,26,1352,511,40,-1,40,0
D757001-661,1,892881,TA,F49-1-JBU1,1,66064914,6,15,26,1311,507,96,-1,96,0
D757001-663,1,1625277,TA,F49-1-AFR1,1,60491295,6,14,26,1246,501,,-1,-76,0
D757001-679,1,698215,TA,F49-1-ACA1,1,27375342,5,12,28,900,454,357,-1,356,0
D757001-685,1,752630,TA,F49-1-AFR1,1,30162233,5,13,30,941,467,81,-1,81,0
D757001-689,1,746214,TA,F49-1-AFR1,1,30151403,5,13,30,938,470,70,-1,63,0
D757001-713,1,755624,TA,F49-1-BAG1,1,31811843,5,10,28,899,451,149,-1,149,0
D757002-103,5,5973772,IN,F49-1-BTI3,5,142859196,7,4,36,3350,725,75,0,-55,4
D757002-105,8,5059815,IN,F49-1-JBU1,8,139945702,7,5,37,3364,728,93,0,93,7
D757002-115,6,5338644,IN,F49-1-0003,6,131839552,7,5,35,3476,715,16,0,16,5
D757002-117,5,4673301,IN,F49-1-BTI3,5,139261894,7,4,36,3306,722,253,0,-23,5
D757002-119,8,5253421,IN,F49-1-JBU1,8,139597831,7,5,37,3386,728,195,0,-31,7
D757002-143,4,4736058,IN,F49-1-BTI4,4,142002497,7,5,38,3295,730,4,0,1,4
D757004-613,2,304966,BS,F49-1-JBU1,2,5409523,3,13,23,448,357,113,0,0,1
D757004-615,1,463699,BS,F49-1-AFR1,1,4014337,4,10,19,552,357,362,0,362,0
D757004-621,1,420812,BS,F49-1-ACA1,1,3824714,3,10,17,551,367,99,0,99,0
D757004-629,1,281031,BS,F49-1-AFR1,1,6246425,6,13,29,439,452,72,0,70,0
D757004-631,1,307320,BS,F49-1-JBU1,1,6272182,6,13,29,448,452,86,0,86,0
D757004-633,1,310857,BS,F49-1-BAG1,1,6315096,6,13,29,454,451,36,0,36,0
D757004-635,1,279221,BS,F49-1-BTI4,1,6739779,6,13,29,434,453,72,0,62,0
D757004-637,2,308819,BS,F49-1-ACA1,2,6635293,5,13,27,453,403,,0,-28,1
D757005-509,4,542159,EL,F49-1-JBU1,4,63564110,4,1,25,313,536,62,0,62,4
D757012-501T,1,55889,SA,F49-1-ACA1,1,742770,1,15,5,7,103,29,0,29,0
D757013-501T,1,43200,SA,F49-1-ACA1,1,1121938,2,24,8,19,172,29,0,29,0
D757014-513,1,374164,PL,F49-1-JBU1,1,1651620,1,48,8,45,184,66,0,65,0
D757014-515,1,379547,PL,F49-1-AFR1,1,1933728,2,51,12,50,210,72,0,70,0
D757014-517,1,375297,PL,F49-1-JBU1,1,1858055,2,51,12,45,204,86,0,86,0
D757014-519,1,379883,PL,F49-1-ACA1,1,2018253,2,54,12,50,212,39,0,39,0
D757014-521,1,376219,PL,F49-1-BTI4,1,1941812,2,51,12,45,203,72,0,62,0
D757016-1T,1,3932269,PL,F49-1-ACA1,1,922407,1,18,7,0,104,29,0,29,0
D757016-505,1,58349,PL,F49-1-AFR1,1,1403174,1,25,8,33,140,362,0,362,0
D757021-505,1,198929,PL,F49-1-ACA1,1,2122330,1,23,6,127,272,99,0,99,0
D757022-507,1,36254,SA,F49-1-AFR1,1,824178,1,3,5,24,97,43,0,42,0
D757022-511,1,32370,SA,F49-1-BTI4,1,769128,1,3,5,22,129,47,0,46,0
D757022-607,1,32993,PL,F49-1-AFR1,1,1167102,2,38,11,15,180,43,0,42,0
D757022-611,1,26548,PL,F49-1-BTI4,1,998870,1,42,9,13,157,47,0,46,0
D757030-503,1,30820,SA,F49-1-AFR1,1,1406796,1,3,6,45,101,362,0,362,0
D757100-521,1,34070,SA,F49-1-JBU1,1,695105,1,0,7,12,129,10,0,10,0
D757100-61,1,396437,MP,F49-1-JBU1,1,611749,1,10,5,0,93,10,0,10,0
D757100-63,1,98170,MP,F49-1-JBU1,1,581592,1,6,6,0,95,10,0,10,0
D757100-65,1,162463,MP,F49-1-JBU1,1,622806,1,12,6,0,97,10,0,10,0
D757100-67,1,122586,MP,F49-1-JBU1,1,599687,1,8,6,0,96,10,0,10,0
D757100-69,1,113092,MP,F49-1-JBU1,1,577820,1,7,5,0,96,10,0,10,0
D757100-71,1,183161,MP,F49-1-JBU1,1,606000,1,9,5,0,94,10,0,10,0
D757100-821,2,49222,SA,F49-1-JBU1,2,861443,1,1,6,37,118,10,0,10,1
D757108-1,1,166917,SM,F49-1-ACA1,1,571822,1,9,4,0,88,47,0,47,0
D757217-3,1,381189,EX,F49-1-AFR1,1,843334,1,28,9,0,98,81,0,81,0
D757217-503,1,26318,SA,F49-1-AFR1,1,684013,1,3,6,10,97,80,0,80,0
D757240-505,1,51923,SA,F49-1-BTI3,1,6582051,1,3,6,44,152,62,-1,-117,0
D757240-507,1,66441,SA,F49-1-AFR1,1,5713635,1,3,6,43,123,43,-1,42,0
D757240-509,1,68332,SA,F49-1-BAG1,1,5679777,1,3,6,43,121,44,-1,43,0
D757240-511,1,51901,SA,F49-1-BTI4,1,6603731,1,3,6,52,152,47,-1,46,0
D757240-513,1,70472,SA,F49-1-AFR1,1,6421833,1,3,6,45,123,52,-1,52,0
D757240-515,1,71358,SA,F49-1-BAG1,1,5805555,1,3,6,45,123,50,-1,50,0
D757250-513,1,54779,SA,F49-1-ACA1,1,2703200,1,9,7,78,109,,-1,-252,0
D757251-509,1,60099,SA,F49-1-AFR1,1,952913,1,4,6,44,143,47,-1,46,0
D757283-21,1,153660,MP,F49-1-BTI4,1,587689,1,8,5,0,93,57,0,56,0
D757283-25,1,628766,MP,F49-1-BTI4,1,1126076,2,49,10,0,166,64,0,63,0
D757283-27,1,873184,MP,F49-1-BTI4,1,1150676,2,41,10,0,163,64,0,63,0
D757283-29,1,173016,MP,F49-1-BTI4,1,585483,1,9,5,0,87,55,0,54,0
D757283-3,1,102178,NM,F49-1-BTI4,1,539326,1,4,5,0,85,55,0,55,0
D757283-521,1,18866,SA,F49-1-BTI4,1,597248,1,4,5,2,103,55,0,55,0
D757283-523,1,22980,SA,F49-1-BTI4,1,840055,2,5,9,4,147,60,-1,60,0
D757283-525,1,19728,SA,F49-1-BTI4,1,880364,2,4,9,5,147,64,-1,63,0
D757304-525,3,243113,SA,F49-1-ACA1,3,6086087,3,32,18,301,360,32,-1,32,3
D757304-527,1,269297,SA,F49-1-ACA1,1,5967548,5,32,22,301,396,43,-1,43,0
D757306-17,1,451079,NM,F49-1-ACA1,1,738240,1,18,6,0,96,44,0,44,0
D757306-509,1,74452,SA,F49-1-ACA1,1,2090628,2,6,10,63,168,43,-1,43,0
D757306-553,1,23494,SA,F49-1-ACA1,1,808050,1,6,7,16,96,43,-1,43,0
D757306-619,1,42606,PL,F49-1-ACA1,1,1022020,2,31,9,14,169,43,0,43,0
D757411-503,2,43741,SA,F49-1-JBU1,2,702825,1,6,6,34,132,93,0,73,1
D757411-611,1,24039,PL,F49-1-JBU1,1,606972,1,11,5,4,130,93,0,73,0
D757411-613,1,19618,PL,F49-1-JBU1,1,671082,1,10,5,3,130,93,0,73,0
D757411-615,1,63823,PL,F49-1-JBU1,1,723871,1,13,5,14,139,93,0,73,0
D757411-617,1,23184,PL,F49-1-JBU1,1,607772,1,11,5,3,130,93,0,73,0
D757500-505,2,94277,SA,F49-1-JBU1,2,3171544,1,3,8,105,157,58,0,57,2
D757550-513,1,97763,SA,F49-1-BTI4,1,1978035,2,7,10,85,196,182,-1,182,0
D757611-503,3,148659,SA,F49-1-JBU1,3,1142891,1,3,9,73,164,93,0,73,2
D757611-505,1,123278,SA,F49-1-BAG1,1,933387,1,3,6,45,114,149,-1,149,0
D757742-505,1,57896,EL,F49-1-ACA1,1,1670336,1,0,3,16,178,11,0,11,0
D758001-609,3,2619550,TA,F49-1-JBU1,3,57403200,3,29,21,1351,492,177,0,-32,2
D758001-613,1,2603297,TA,F49-1-0003,1,55271645,3,28,21,1327,488,361,0,-43,0
D758001-615,2,785302,TA,F49-1-0003,2,54057246,3,13,23,1178,422,169,0,-11,1
D758001-617,3,2787474,TA,F49-1-ACA1,3,62850943,3,28,21,1640,485,60,0,60,2
D758001-619,2,802963,TA,F49-1-JBU1,2,55645090,3,36,21,1356,484,40,0,40,1
D758001-621,2,896121,TA,F49-1-BAG1,2,55727354,3,36,21,1344,483,48,-1,47,2
D758001-623,3,910849,TA,F49-1-ACA1,3,57097874,3,37,21,1315,482,37,0,37,5
D758001-625,3,731811,TA,F49-1-BTI3,3,54274373,3,12,22,1093,404,91,0,-8,3
D758001-627,1,789204,TA,F49-1-0003,1,54071220,3,13,23,1178,427,284,-1,-273,1
D758001-635,1,810750,TA,F49-1-BAG3,1,50102804,4,14,25,1188,413,55,-1,55,0
D758001-661,1,901350,TA,F49-1-BTI3,1,51366923,6,36,27,1318,541,303,-1,303,0
D758001-671,1,768379,TA,F49-1-BTI4,1,50349370,4,14,24,1116,397,56,-1,56,0
D758001-673,1,759569,TA,F49-1-ACA1,1,54732837,4,17,24,1116,399,111,-1,111,0
D758001-675,2,725939,TA,F49-1-ACA1,2,50413580,4,14,25,1188,414,57,-1,57,1
D758004-609,2,422994,BS,F49-1-JBU1,2,4836265,3,11,18,549,348,361,0,-139,1
D758004-613,2,404765,BS,F49-1-AFR1,2,5432876,4,19,20,547,322,237,0,237,1
D758011-509,1,60199,PL,F49-1-JBU1,1,1369143,1,3,5,69,127,84,0,82,0
D758011-609,1,79543,PL,F49-1-JBU1,1,2040342,2,78,16,55,273,84,0,82,0
D758012-501T,1,32301,SA,F49-1-ACA1,1,778795,1,11,5,7,99,29,0,29,0
D758014-505T,1,56951,SA,F49-1-ACA1,1,1159348,1,40,7,27,152,29,0,29,0
D758014-507,1,49914,PL,F49-1-AFR1,1,1107524,1,40,8,27,140,237,0,237,0
D758015-505,1,61367,PL,F49-1-0003,1,1287687,1,39,8,27,166,60,0,56,0
D758016-501T,1,58845,SA,F49-1-ACA1,1,706084,1,5,6,1,95,10,0,9,0
D758105-1,1,214841,SM,F49-1-AFR1,1,660732,1,16,5,0,96,41,0,41,0
D758136-1,1,218832,MP,F49-1-AFR1,1,656261,1,13,6,0,93,41,0,41,0
D758136-501,1,20782,SA,F49-1-AFR1,1,597734,1,3,5,3,97,41,0,41,0
D758150-505,1,92221,SA,F49-1-ACA2,1,1249540,1,0,7,80,146,,0,43966,0
D758150-507,1,94759,SA,F49-1-0003,1,1263712,1,3,7,80,146,28,0,28,0
D758150-607,1,32662,SA,F49-1-0003,1,800947,1,3,5,15,135,28,0,28,0
D758150-7,1,1325633,MP,F49-1-ACA1,1,1480397,2,76,14,0,211,31,0,31,0
D758283-503,1,26754,SA,F49-1-BTI4,1,785063,1,4,6,11,108,57,-1,57,0
D758304-805,7,338776,TA,F49-1-ATC2,7,4807069,4,27,29,377,284,8,0,8,6
D758305-503,1,57638,SA,F49-1-ACA1,1,1022506,2,6,7,46,165,16,-1,16,0
D758305-603,1,39246,CC,F49-1-ACA1,1,915150,2,26,9,13,160,44,0,44,0
D758500-505,3,139886,SA,F49-1-JBU1,3,4897689,1,5,12,186,181,177,0,-32,2
D758500-507,1,152954,SA,F49-1-0003,1,4908939,1,5,12,179,189,50,-1,50,0
D758550-503,1,115835,SA,F49-1-AFR1,1,2121425,2,3,9,93,178,,-1,-35,0
D758550-505,1,116080,SA,F49-1-ACA1,1,2128279,2,3,9,93,175,43,-1,43,0
D758550-507,1,114390,SA,F49-1-ACA1,1,1962881,2,3,9,79,167,3,-1,3,0
D758550-605,1,,PL,F49-1-ACA1,1,,,,,,,42,0,42,0
D758630-509,1,53465,SA,F49-1-BTI4,1,1666209,2,5,9,52,165,61,-1,60,0
D758705-513,1,142700,EL,F49-1-JBU1,1,28909569,2,0,13,133,299,79,0,79,0
D759201-1,1,801669,MP,F49-1-AFR1,1,1414366,3,68,16,0,224,234,0,234,0
D759201-101T,2,267545,SA,F49-1-ACA1,2,7169746,3,0,13,679,232,31,0,31,1
D759201-15,1,567574,PL,F49-1-AFR1,1,862724,1,30,8,0,111,244,0,244,0
D759201-21,1,541596,MP,F49-1-AFR1,1,773158,1,25,4,0,109,244,0,244,0
D759201-23,1,550724,MP,F49-1-AFR1,1,832349,1,26,5,0,102,226,0,226,0
D759201-25,1,415005,MP,F49-1-AFR1,1,743411,1,18,5,0,104,239,0,239,0
D759201-29,1,624224,MP,F49-1-AFR1,1,808726,1,12,5,0,106,244,0,244,0
D759201-3,1,753682,MP,F49-1-AFR1,1,1482164,3,69,16,0,225,234,0,234,0
D759201-31,1,436514,MP,F49-1-AFR1,1,679103,1,3,5,0,94,244,0,244,0
D759201-33,1,740872,MP,F49-1-AFR1,1,1100273,1,20,8,0,110,42,0,42,0
D759201-35,1,383885,MP,F49-1-AFR1,1,677405,1,4,5,0,96,42,0,42,0
D759201-37,1,408639,MP,F49-1-AFR1,1,759103,1,8,7,0,103,239,0,239,0
D759201-39,1,99021,MP,F49-1-AFR1,1,564929,1,3,4,0,91,234,0,234,0
D759201-43,2,131219,NM,F49-1-AFR1,2,583613,1,4,5,0,91,236,0,236,2
D759201-5,1,848661,MP,F49-1-AFR1,1,1571719,3,72,16,0,229,234,0,234,0
D759201-501,2,93012,DA,F49-1-AFR1,2,4895708,2,6,12,177,180,325,-1,325,3
D759201-501T,1,93843,SA,F49-1-ACA1,1,8487696,2,4,12,177,184,31,0,31,0
D759201-503,2,88367,DA,F49-1-AFR1,2,5304977,2,6,12,187,180,319,-1,319,3
D759201-503T,1,91264,DA,F49-1-ACA1,1,4937650,2,4,12,187,183,18,0,18,0
D759201-505,1,28670,SA,F49-1-AFR1,1,960427,1,2,7,17,129,226,0,226,0
D759201-507,1,25741,SA,F49-1-AFR1,1,916572,1,2,7,18,123,234,0,234,0
D759201-511,1,48913,SA,F49-1-AFR1,1,2279388,2,3,10,48,169,242,-1,242,0
D759201-513,2,59744,SA,F49-1-AFR1,2,3601310,2,1,10,66,174,244,-1,244,3
D759201-515,2,81663,SA,F49-1-AFR1,2,3509889,2,1,10,73,178,226,-1,226,3
D759201-517,2,31551,PL,F49-1-AFR1,2,1337574,1,55,12,13,128,42,0,42,3
D759201-519,2,28695,PL,F49-1-AFR1,2,1528290,2,61,15,11,192,239,0,239,3
D759201-523,1,20794,SA,F49-1-AFR1,1,689037,1,3,6,4,100,234,0,234,0
D759201-525,1,20735,SA,F49-1-AFR1,1,704297,1,3,6,4,100,234,0,234,0
D759201-527,1,22170,SA,F49-1-AFR1,1,715810,1,3,6,5,103,234,0,234,0
D759201-529,1,30368,SA,F49-1-AFR1,1,594167,1,0,4,7,96,42,0,42,0
D759201-53,1,125045,MP,F49-1-AFR1,1,595780,1,7,4,0,93,247,0,246,0
D759201-531,1,32207,SA,F49-1-AFR1,1,1117792,1,3,7,13,106,240,0,240,0
D759201-533,1,25910,SA,F49-1-AFR1,1,675564,1,0,5,7,94,245,0,245,0
D759201-539,1,25365,SA,F49-1-AFR1,1,682492,1,0,6,4,95,240,0,240,0
D759201-545,2,42775,SA,F49-1-AFR1,2,1219925,1,0,6,41,109,234,0,234,3
D759201-547,2,42816,SA,F49-1-AFR1,2,1256680,1,2,5,38,107,229,0,229,3
D759201-549,1,31429,SA,F49-1-AFR1,1,1038392,1,2,7,21,128,226,0,226,0
D759201-55,1,1207817,MP,F49-1-AFR1,1,1551904,3,74,17,0,241,242,0,242,0
D759201-551,1,28271,SA,F49-1-AFR1,1,983128,1,0,7,7,102,247,0,246,0
D759201-57,2,143925,NM,F49-1-AFR1,2,608746,1,7,5,0,91,236,0,236,2
D759201-591,1,18275,SA,F49-1-AFR1,1,656129,1,2,5,2,98,339,0,339,0
D759201-601,1,28969,BS,F49-1-AFR1,1,839181,1,5,6,7,113,244,0,244,0
D759201-603,2,31505,SA,F49-1-AFR1,2,991142,1,7,7,21,113,42,0,42,3
D759201-605,2,26864,SA,F49-1-AFR1,2,1024650,1,7,7,19,113,239,0,239,3
D759201-61,2,763347,MP,F49-1-AFR1,2,1170052,2,46,10,0,174,229,0,229,3
D759201-623,1,20346,SA,F49-1-AFR1,1,670551,1,0,5,4,96,245,0,245,0
D759201-63,2,695584,MP,F49-1-AFR1,2,1163858,2,47,11,0,171,234,0,234,3
D759201-641,1,25457,SA,F49-1-AFR1,1,671697,1,3,5,5,98,242,0,242,0
D759201-643,1,27519,SA,F49-1-AFR1,1,696272,1,4,6,5,107,240,0,240,0
D759201-645,2,31589,SA,F49-1-AFR1,2,745126,1,0,4,16,97,234,0,234,3
D759201-647,2,33370,SA,F49-1-AFR1,2,803860,1,1,5,16,97,229,0,229,3
D759201-65,1,150592,NM,F49-1-AFR1,1,654068,1,8,5,0,93,236,0,236,0
D759201-69,1,859471,SM,F49-1-ACA1,1,1048919,2,38,9,0,147,322,0,322,0
D759201-71,1,187927,MP,F49-1-AFR1,1,691980,1,15,6,0,100,42,0,42,0
D759201-73,1,101046,SM,F49-1-AFR1,1,584877,1,4,5,0,93,42,0,42,0
D759201-75,1,1293699,MP,F49-1-AFR1,1,1755883,3,93,18,0,223,239,0,239,0
D759201-77,1,499584,MP,F49-1-AFR1,1,684723,1,14,5,0,93,239,0,239,0
D759201-79,1,194149,MP,F49-1-AFR1,1,650272,1,10,5,0,99,239,0,239,0
D759201-81,1,411485,MP,F49-1-AFR1,1,828561,1,28,7,0,105,234,0,234,0
D759201-83,1,760073,MP,F49-1-AFR1,1,879990,1,26,8,0,103,234,0,234,0
D759201-85,1,875747,MP,F49-1-0003,1,887585,1,35,10,0,134,28,0,27,0
D759201-87,1,819032,MP,F49-1-0003,1,840111,1,30,9,0,131,28,0,27,0
D759201-89,1,271133,MP,F49-1-AFR1,1,792449,1,18,8,0,102,237,0,237,0
D759201-9,1,806503,MP,F49-1-AFR1,1,1410325,3,66,15,0,219,245,0,245,0
D759201-91,1,1035328,EX,F49-1-AFR1,1,1275843,2,51,15,0,152,339,0,339,0
D759201-91T,2,959932,EX,F49-1-ACA1,2,1197671,2,44,13,0,165,18,0,18,1
D759203-1,1,122594,PL,F49-1-0003,1,522214,1,6,5,0,124,28,0,27,0
D759203-11,1,161598,PL,F49-1-AFR1,1,765788,1,20,7,0,105,7,0,7,0
D759203-13,1,335815,MP,F49-1-AFR1,1,735607,1,11,6,0,98,7,0,7,0
D759203-15,1,81078,SM,F49-1-AFR1,1,556062,1,3,5,0,93,7,0,7,0
D759203-3,1,125578,PL,F49-1-0003,1,521610,1,6,5,0,124,28,0,27,0
D759203-5,1,133077,EX,F49-1-0003,1,565753,1,8,5,0,125,28,0,27,0
D759203-501T,1,21750,SA,F49-1-0003,1,552252,1,3,5,4,132,28,0,27,0
D759203-503T,1,21825,SA,F49-1-0003,1,597874,1,4,5,4,132,28,0,27,0
D759203-505T,1,28848,SA,F49-1-AFR1,1,843224,1,3,5,18,115,7,0,7,0
D759203-7,1,537389,EX,F49-1-0003,1,638104,1,10,5,0,126,28,0,27,0
D759203-9,1,93844,SM,F49-1-0003,1,500478,1,3,5,0,130,28,0,27,0
D761101-109,1,96743,TA,F49-3-0002,1,976413,2,7,9,48,172,92,0,70,0
D761102-119,1,168347,TA,F49-3-0002,1,1626403,2,16,13,393,192,69,0,68,0
D761103-115,1,255010,TA,F49-3-0002,1,2186551,3,9,16,217,252,87,0,75,0
D761104-111,1,180851,TA,F49-3-0002,1,1202964,2,7,10,203,172,67,0,66,0
D761105-123,1,56636,TA,F49-3-0002,1,1240126,3,16,14,59,245,82,0,67,0
D761105-125,1,232722,TA,F49-3-0002,1,3455776,4,21,24,442,339,91,0,74,0
D761107-115,1,250076,TA,F49-3-0002,1,1668105,3,13,15,46,259,39,0,22,0
D761108-113,1,173504,TA,F49-3-0002,1,1833701,3,13,18,156,270,33,0,22,0
D761110-115,1,116000,TA,F49-3-0002,1,1739082,3,11,14,89,261,39,0,22,0
D761111-113,1,111966,TA,F49-3-0002,1,1773600,3,12,14,115,262,42,0,17,0
D761112-111,1,3150803,TA,F49-3-0002,1,2801701,2,9,11,353,220,54,0,39,0
D761113-115,1,9244012,TA,F49-3-0002,1,2544260,2,7,11,314,210,49,0,38,0
D761114-109,1,67058,TA,F49-3-0002,1,933658,2,8,9,46,165,57,0,40,0
D761115-111,1,3291495,TA,F49-3-0002,1,2795407,2,8,11,354,226,53,0,38,0
D761116-111,1,119985,TA,F49-3-0002,1,858112,1,6,6,65,115,55,0,38,0
D761117-111,1,3790396,TA,F49-3-0002,1,4131103,2,8,13,362,208,52,0,31,0
D761118-109,1,523359,TA,F49-3-0002,1,3094951,3,11,14,355,272,45,0,34,0
D761119-109,1,1055355,TA,F49-3-0002,1,2992120,3,12,14,374,267,49,0,33,0
D761120-105,1,95981,TA,F49-3-0002,1,1281297,1,14,10,135,148,31,0,14,0
D761121-105,1,57487,TA,F49-3-0002,1,1276943,1,14,10,135,148,25,0,14,0
D761122-109,1,613855,TA,F49-3-0002,1,3093103,3,10,14,360,265,53,0,32,0
D761123-113,1,93018,TA,F49-3-0002,1,1112644,2,10,10,97,200,44,0,42,0
D761124-115,1,98458,TA,F49-3-0002,1,1024515,2,8,10,107,188,63,0,42,0
D761125-115,1,120340,TA,F49-3-0002,1,1318685,2,13,13,114,194,57,0,42,0
D761126-111,1,61049,TA,F49-3-0002,1,986867,2,10,11,77,188,58,0,41,0
D761127-109,1,254537,TA,F49-3-0002,1,5257895,3,10,14,188,244,95,0,70,0
D761128-113,1,157391,TA,F49-3-0002,1,1537379,3,8,14,83,254,84,0,68,0
D761130-115,1,107451,TA,F49-3-0002,1,1477304,2,3,8,105,144,84,0,68,0
D761133-119,1,168623,TA,F49-3-0002,1,2126729,2,19,14,365,207,79,0,62,0
D761133-121,1,64805,TA,F49-3-0002,1,1147417,2,14,12,30,215,79,0,62,0
D761134-113,1,173045,TA,F49-3-0002,1,2768670,2,8,13,332,203,88,0,68,0
D761135-119,1,142103,TA,F49-3-0002,1,1846618,2,15,12,91,194,76,0,64,0
D761135-121,1,65237,TA,F49-3-0002,1,1289465,3,11,16,59,258,31,0,16,0
D761136-113,1,139490,TA,F49-3-0002,1,1192971,2,7,10,34,182,58,0,48,0
D761137-111,1,192933,TA,F49-3-0002,1,1097056,2,10,10,312,178,38,0,15,0
D761138-113,1,193743,TA,F49-3-0002,1,1252261,2,5,10,338,172,31,0,14,0
D761139-111,1,177653,TA,F49-3-0002,1,1082904,2,10,10,283,176,31,0,14,0
D761140-113,1,111162,TA,F49-3-0002,1,1930084,2,12,12,160,229,51,0,40,0
D761141-113,1,110661,TA,F49-3-0002,1,1394632,2,14,11,165,197,48,0,33,0
D761142-111,1,98637,TA,F49-3-0002,1,1197690,2,11,10,69,187,53,0,31,0
D761143-113,1,65057,TA,F49-3-0002,1,1329851,2,14,11,160,192,46,0,30,0
D761144-113,1,112728,TA,F49-3-0002,1,1398600,2,14,12,51,197,43,0,29,0
D761145-113,1,128086,TA,F49-3-0002,1,1323077,2,11,10,83,185,49,0,27,0
D761146-113,1,84154,TA,F49-3-0002,1,1679038,2,17,11,235,194,42,0,27,0
D761147-113,1,97222,TA,F49-3-0002,1,1440225,2,14,12,184,199,45,0,24,0
D761148-109,1,63196,TA,F49-3-0002,1,889151,1,10,7,115,123,40,0,29,0
D761149-111,1,270005,TA,F49-3-0002,1,2307520,2,7,11,222,211,35,0,27,0
D761150-109,1,68920,TA,F49-3-0002,1,905881,2,7,9,115,156,44,0,27,0
D761151-111,1,5590635,TA,F49-3-0002,1,3006302,2,7,11,322,211,38,0,27,0
D761152-111,1,4757592,TA,F49-3-0002,1,3896547,2,10,12,327,209,38,0,27,0
D761155-109,1,62692,TA,F49-3-0002,1,818035,1,6,6,31,110,46,0,29,0
D761156-111,1,5574474,TA,F49-3-0002,1,3393240,2,11,12,228,216,46,0,29,0
D761157-113,1,77808,TA,F49-3-0002,1,1064459,2,10,11,71,188,55,0,39,0
D761158-113,1,172292,TA,F49-3-0002,1,981703,2,6,9,75,173,54,0,38,0
D761159-115,1,82430,TA,F49-3-0002,1,1264060,2,12,12,60,190,58,0,-12,0
D761160-113,1,54607,TA,F49-3-0002,1,942964,2,7,9,107,175,47,0,36,0
