PART_NUMBER,QTN_REV_3D,MEAN_SIZE_3D,DRAWING_CODE,ATP,QTN_REV_2D,MEAN_SIZE_2D,QTY_SHEETS,QTY_DIMENSIONS,QTY_VIEWS,QTY_PART_LIST,QTY_TEXT_INFORMATION,LEAD_TIME_1,TRIM_AND_FINISH,LEAD_TO_RELEASE,QTY_ECN_2D
J224004-6005,3,31944,PL,J29-0-1108,3,1217375,1,21,8,8,123,27,0,27,2
J224006-6011,1,35846,PL,J29-0-1108,1,1470506,2,61,14,18,185,144,0,144,0
J224034-501,2,57707,PL,J29-0-1108,2,1567531,3,47,12,33,252,110,0,110,1
J224035-501,2,30662,PL,J29-0-1108,2,1194591,2,30,12,6,172,147,0,147,1
J224036-501,1,46995,SA,J29-0-1108,1,1033520,1,5,5,17,110,136,0,136,0
J224036-503,1,0,SA,J29-0-1108,1,0,1,5,6,,107,136,0,136,0
J224036-601,1,23126,PL,J29-0-1108,1,801393,1,26,6,5,107,136,0,136,0
J224037-505,1,43338,PL,J29-0-1108,1,643394,1,6,6,4,93,34,0,-287,0
J224037-601,2,47577,PL,J29-0-1108,2,1048524,1,27,7,27,113,102,0,101,1
J224038-1,1,667348,PL,J29-0-1108,1,782166,1,7,5,0,96,27,0,27,0
J224039-501,1,24268,PL,J29-0-1108,1,856076,1,13,7,7,101,144,0,144,0
J224040-501,1,36624,PL,J29-0-1108,1,801370,1,19,7,8,116,102,0,101,0
J224041-501,1,27951,PL,J29-0-1108,1,729860,1,17,7,4,106,125,0,125,0
J224050-1,1,643919,PL,J29-0-1108,1,726094,1,16,5,0,106,87,0,86,0
J224050-15,1,523349,PL,J29-0-1108,1,690985,1,9,5,0,98,87,0,86,0
J224050-19,1,421017,PL,J29-0-1108,1,652568,1,9,5,0,98,87,0,86,0
J224050-503,2,33194,PL,J29-0-1108,2,1097320,1,39,9,5,118,97,0,96,1
J224050-505,2,48977,PL,J29-0-1108,2,963004,1,25,7,10,112,105,0,104,1
J224050-507,1,27496,PL,J29-0-1108,1,741704,1,14,6,3,104,105,0,104,0
J224050-511,3,29158,PL,J29-0-1108,3,892607,1,21,7,7,108,105,0,104,2
J224050-525,2,40172,PL,J29-0-1108,2,1118567,1,36,6,7,118,105,0,104,1
J224050-9,2,1016353,PL,J29-0-1108,2,828555,1,17,7,0,102,96,0,95,1
J224051-3,1,382954,PL,J29-0-1108,1,785110,1,26,6,0,105,94,0,94,0
J224051-507,1,39663,SA,J29-0-1108,1,784868,1,3,5,20,98,45,0,45,0
J224051-601,2,42889,PL,J29-0-1108,2,707526,1,10,6,5,102,96,0,88,1
J224051-605,1,42480,PL,J29-0-1108,1,728645,1,15,7,4,104,96,0,88,0
J224051-607,2,36407,PL,J29-0-1108,2,954402,1,40,9,4,115,94,0,93,1
J224140-505,2,46738,PL,J29-0-1108,2,2802468,2,32,11,16,179,147,-1,147,1
J224180-3,1,267937,PL,J29-0-1108,1,676989,1,6,5,0,90,125,0,125,0
J224180-501,1,23666,PL,J29-0-1108,1,622775,1,2,5,7,95,125,0,125,0
J224180-601,3,33953,PL,J29-0-1108,3,814614,1,13,7,5,101,125,0,125,2
J224200-601,1,53515,PL,J29-0-1108,1,1307241,1,28,8,37,112,147,0,147,0
J224240-3,1,363227,PL,J29-0-1108,1,674306,1,7,5,0,97,15,0,15,0
J224240-501,1,39151,PL,J29-0-1108,1,988445,1,27,9,9,118,144,0,144,0
J224241-505,1,32368,BS,J29-0-1108,1,865293,1,3,8,11,101,36,0,35,0
J224305-501,1,55147,PL,J29-0-1108,1,960818,1,19,7,21,126,147,0,147,0
J224306-501,1,51609,PL,J29-0-1108,1,939263,1,21,9,16,131,147,0,147,0
J224308-601,1,39092,PL,J29-0-1108,1,813647,1,14,7,7,103,49,0,49,0
J224313-501,1,42160,SA,J29-0-1108,1,625363,1,0,4,22,102,22,0,21,0
J224313-601,1,49287,PL,J29-0-1108,1,863951,1,18,7,11,123,22,0,21,0
J224322-1,1,184908,SM,J29-0-1108,1,683980,1,13,6,0,87,0,0,-71,0
J224324-1,1,213965,MP,J29-0-1108,1,789572,1,18,7,0,92,22,0,21,0
J224400-607,1,32173,PL,J29-0-1108,1,1702481,2,62,20,6,180,141,0,140,0
J224401-3,2,354360,NM,J29-0-1108,2,753420,1,13,6,0,96,28,-1,28,1
J224401-501,1,79691,IN,J29-0-1108,1,2555325,1,0,7,51,117,28,-1,28,0
J224403-501,1,40003,PL,J29-0-1108,1,760924,1,10,6,9,102,103,0,102,0
J224800-11,1,387050,PL,J29-0-1108,1,625203,1,8,5,0,99,9,0,8,0
J224800-17,1,313478,PL,J29-0-1108,1,660528,1,12,5,0,88,43,0,43,0
J224800-19,1,452043,PL,J29-0-1108,1,617837,1,7,5,0,89,9,0,8,0
J224800-3,1,471715,PL,J29-0-1108,1,612550,1,10,5,0,88,9,0,8,0
J224800-5,1,528109,PL,J29-0-1108,1,635737,1,9,5,0,88,43,0,43,0
J224800-501,1,38174,PL,J29-0-1108,1,788932,1,19,7,5,103,144,0,144,0
J224800-507,1,52363,SA,J29-0-1108,1,1110330,2,28,9,14,182,29,0,29,0
J224800-515,1,41097,PL,J29-0-1108,1,906908,1,25,9,4,109,9,0,8,0
J224800-517,1,38628,SA,J29-0-1108,1,716542,1,4,5,9,104,9,0,8,0
J224800-521,1,30541,PL,J29-0-1108,1,686834,1,10,6,3,102,21,0,21,0
J224800-9,1,309949,PL,J29-0-1108,1,661691,1,9,5,0,95,10,0,10,0
J224801-503,1,51968,PL,J29-0-1108,1,1598142,2,29,14,11,167,221,0,221,0
J224801-505,1,55768,SA,J29-0-1108,1,882675,1,3,7,12,111,221,-1,221,0
J224801-605,2,32974,PL,J29-0-1108,2,785046,1,10,6,7,103,52,0,52,1
J224801-7,2,156672,PL,J29-0-1108,2,706363,1,10,8,0,102,221,0,221,1
J224805-503,1,49013,PL,J29-0-1108,1,1425970,1,35,9,17,112,113,0,112,0
J224805-509,1,29019,PL,J29-0-1108,1,685969,1,12,6,2,102,113,0,112,0
J224805-511,1,32508,PL,J29-0-1108,1,951709,1,13,6,8,114,113,0,112,0
J224806-505,2,41224,PL,J29-0-1108,2,713212,1,8,6,5,100,52,0,52,1
J224806-601,1,59694,PL,J29-0-1108,1,885394,1,15,6,19,101,113,0,112,0
J224820-5,1,671095,PL,J29-0-1108,1,782041,1,19,6,0,104,47,0,44,0
J224820-501,2,34950,PL,J29-0-1108,2,1511262,2,45,10,16,159,52,0,52,1
J224820-503,1,30866,PL,J29-0-1108,1,891770,2,17,8,11,151,103,0,103,0
J224821-501,3,34821,PL,J29-0-1108,3,1480505,2,34,11,15,184,106,0,-86,2
J224821-503,1,30874,PL,J29-0-1108,1,1054553,1,12,7,11,104,52,0,52,0
J224900-501,2,91474,PL,J29-0-1108,2,2807328,1,32,9,48,207,24,0,-259,1
J224901-501,1,155552,SA,J29-0-1108,1,3829727,3,17,14,279,233,37,0,37,0
J224901-601,1,144199,PL,J29-0-1108,1,2566301,2,38,11,134,353,144,0,144,0
J224902-501,2,58371,SA,J29-0-1108,2,1264521,1,3,5,66,107,46,0,-62,1
J224902-601,3,67327,PL,J29-0-1108,3,1867631,3,49,18,44,273,46,0,-63,2
J224903-501,1,61010,SA,J29-0-1108,1,1459945,1,7,6,66,99,37,0,37,0
J224903-601,3,89980,PL,J29-0-1108,3,2066776,1,26,10,55,172,27,0,27,2
J224904-501,1,57785,PL,J29-0-1108,1,1145807,1,22,7,23,129,21,0,21,0
J224905-501,1,47218,PL,J29-0-1108,1,1373417,1,21,7,11,116,24,0,24,0
J224906-501,1,32937,SA,J29-0-1108,1,691524,1,6,5,12,98,0,0,-281,0
J224906-601,1,33719,PL,J29-0-1108,1,1145590,1,15,6,9,118,0,0,-281,0
J224907-501,1,45187,PL,J29-0-1108,1,1320587,1,26,7,19,105,144,0,144,0
J224908-501,1,46521,SA,J29-0-1108,1,817830,1,4,4,26,101,8,0,7,0
J224908-601,2,60595,PL,J29-0-1108,2,1366552,1,28,7,23,149,60,0,60,1
J224909-501,1,23307,PL,J29-0-1108,1,765129,1,14,6,3,101,10,0,10,0
J224910-1,1,920625,PL,J29-0-1108,1,685074,1,7,5,0,87,32,0,32,0
J224910-503,2,31452,PL,J29-0-1108,2,851690,1,15,6,5,93,27,0,27,1
J224911-501,1,45825,PL,J29-0-1108,1,1135758,1,25,8,9,123,35,0,35,0
J224912-501,1,42798,PL,J29-0-1108,1,1433063,1,27,8,12,124,55,0,54,0
J224913-501,1,54474,PL,J29-0-1108,1,1216569,2,14,9,15,174,55,0,54,0
J224914-501,2,52400,PL,J29-0-1108,2,1192214,2,29,9,15,185,27,0,27,1
J224915-501,1,40520,PL,J29-0-1108,1,1167332,2,25,9,17,175,35,0,35,0
J224916-501,2,54977,SA,J29-0-1108,2,1548102,1,8,5,69,115,46,0,-69,1
J224916-601,3,39610,PL,J29-0-1108,3,1960018,2,54,14,14,190,27,0,27,2
J224917-601,2,24696,PL,J29-0-1108,2,742876,1,10,6,5,102,59,0,59,1
J224918-1,1,412745,PL,J29-0-1108,1,643212,1,5,5,0,87,27,0,27,0
J224920-601,2,36237,PL,J29-0-1108,2,839589,1,15,6,5,106,95,0,94,1
J225004-507,1,145244,IN,J29-0-1108,1,9686177,2,0,15,151,202,30,-1,31,0
J225031-501,1,38092,IN,J29-0-1108,1,5019178,1,0,5,21,96,7,-1,6,0
J225054-501,2,149401,IN,J29-0-1108,2,2950010,3,5,17,238,288,61,-1,61,1
J225068-605,1,32046,PL,J29-0-1108,1,1033347,1,29,7,17,132,147,0,147,0
J225301-503,1,64738,IN,J29-0-1108,1,7075675,3,10,14,31,225,14,0,13,0
J225754-501,2,31030,IN,J29-0-1108,2,4381196,1,0,5,7,97,13,0,-156,1
J225800-501,2,95767,IN,J29-0-1108,2,2410427,1,0,6,87,105,43,0,43,1
J226001-501,1,44166,IN,J29-0-1108,1,5063713,1,0,10,25,121,52,0,52,0
J226015-501,2,111053,SA,J29-0-1108,2,8715019,4,3,24,110,340,30,-1,31,1
J226016-501,3,91976,SA,J29-0-1108,3,2175395,1,3,9,111,137,45,-1,45,2
J226033-501,1,52057,IN,J29-0-1108,1,8133553,2,0,10,19,162,0,-1,-275,0
J226050-501,1,63382,SA,J29-0-1108,1,1424294,2,21,10,61,157,45,-1,45,0
J226054-501,2,96872,SA,J29-0-1108,2,1376226,3,2,11,111,221,30,-1,-49,1
J226054-503,2,94199,SA,J29-0-1108,2,1120231,3,9,11,95,204,120,-1,120,1
J226054-505,1,44849,SA,J29-0-1108,1,1077499,2,0,8,28,145,133,-1,133,0
J226800-501,1,117766,SA,J29-0-1108,1,2400109,1,2,7,82,121,43,0,43,0
J226800-601,1,62611,BS,J29-0-1108,1,938462,1,17,7,32,108,43,0,43,0
J226801-501,2,120703,SA,J29-0-1108,2,978622,1,6,6,68,124,18,-1,18,1
J226820-501,2,35354,SA,J29-0-1108,2,1196782,3,9,12,33,210,117,-1,117,1
J226820-601,2,28474,SA,J29-0-1108,2,1211885,3,9,14,30,200,30,-1,-49,1
J226821-501,1,44153,SA,J29-0-1108,1,894894,2,4,8,38,152,120,-1,120,0
J226821-601,1,31322,BS,J29-0-1108,1,771131,2,3,8,28,141,120,0,120,0
J291001-501,3,18723,IM,J29-0-BASELINE,3,854900,1,23,7,2,133,149,0,149,3
J291001-505,3,20534,IM,J29-0-BASELINE,3,1051783,1,30,7,3,136,71,0,71,3
J291002-501,3,19251,IM,J29-0-BASELINE,3,4908669,3,66,17,4,257,157,-1,156,2
J291003-1,4,576685,IM,J29-0-BASELINE,4,1344630,2,23,10,0,190,182,-1,182,4
J291004-1,4,1218211,IM,J29-0-BASELINE,4,1980787,2,33,13,0,193,45,-1,-38,3
J291004-11,3,659664,IM,J29-0-BASELINE,3,1737553,2,8,9,0,183,30,-1,-30,2
J291004-13,4,611679,MP,J29-0-BASELINE,4,1703691,2,13,10,0,185,60,-1,60,3
J291004-21,4,642099,IM,J29-0-BASELINE,4,2381295,2,44,15,0,192,116,-1,116,3
J291004-23,3,687881,IM,J29-0-BASELINE,3,2180693,2,12,11,0,184,30,-1,-30,2
J291004-3,3,1401583,IM,J29-0-BASELINE,3,1916882,2,38,14,0,194,282,-1,282,2
J291005-1,3,548772,IM,J29-0-BASELINE,3,1283866,2,22,13,0,189,45,-1,-74,3
J291005-501,2,21215,SA,J29-0-BASELINE,2,665173,1,2,6,5,131,18,-1,-45,1
J291006-1,1,1610894,IM,J29-0-BASELINE,1,928753,1,17,7,0,132,7,0,7,1
J291006-3,3,1191275,IM,J29-0-BASELINE,3,1708447,2,32,11,0,198,193,-1,-25,3
J291006-501,1,21059,IM,J29-0-BASELINE,1,2358488,2,2,11,3,196,7,-1,7,0
J291006-503,2,18398,SA,J29-0-BASELINE,2,2205651,2,2,11,2,196,73,-1,73,1
J291011-1,1,2064742,IM,J29-0-BASELINE,1,1861207,2,20,14,0,154,7,-1,7,1
J291012-1,2,2090270,IM,J29-0-BASELINE,2,2271870,2,40,16,0,198,66,-1,-25,1
J291012-11,2,611616,MP,J29-0-BASELINE,2,1764998,2,8,10,0,184,66,-1,-25,1
J291012-13,2,614546,MP,J29-0-BASELINE,2,2177546,2,8,10,0,184,66,-1,-25,1
J291012-21,2,645746,MP,J29-0-BASELINE,2,1832372,2,11,11,0,185,66,-1,-25,1
J291012-23,2,640254,IM,J29-0-BASELINE,2,1826817,2,11,11,0,190,66,-1,-25,1
J291012-3,2,2145007,IM,J29-0-BASELINE,2,2354266,2,40,16,0,198,66,-1,-28,1
J291013-1,2,1038001,IM,J29-0-BASELINE,2,956982,1,18,7,0,137,35,0,-71,1
J291014-1,3,407010,VF,J29-0-BASELINE,3,1184762,2,20,10,0,188,160,-1,157,3
J291014-3,3,653124,VF,J29-0-BASELINE,3,1505073,2,11,10,0,183,153,-1,153,3
J291015-1,3,492890,VF,J29-0-BASELINE,3,864837,1,28,8,0,133,153,0,153,3
J291015-3,3,386952,VF,J29-0-BASELINE,3,1112344,2,24,10,0,186,156,-1,156,3
J291016-1,4,918010,VF,J29-0-BASELINE,4,1080434,1,22,10,0,133,43,0,-58,4
J291016-3,4,923499,VF,J29-0-BASELINE,4,967372,1,20,8,0,131,43,0,-13,4
J291016-5,1,550706,VF,J29-0-BASELINE,1,1450852,2,26,14,0,150,5,0,5,0
J291016-7,1,700570,VF,J29-0-BASELINE,1,1367191,2,28,15,0,151,5,0,5,0
J291017-1,4,1367513,MP,J29-0-BASELINE,4,2202534,2,16,12,0,186,61,-1,-15,3
J291017-3,4,1547268,MP,J29-0-BASELINE,4,2005604,2,19,12,0,186,61,-1,-15,3
J291017-5,4,1352020,MP,J29-0-BASELINE,4,2205430,2,18,12,0,185,61,-1,-15,3
J291017-7,4,1492100,MP,J29-0-BASELINE,4,1894642,2,18,12,0,186,61,-1,-15,3
J291017-9,4,1521559,MP,J29-0-BASELINE,4,1767756,2,18,11,0,184,61,-1,-15,3
J291018-1,3,590158,IM,J29-0-BASELINE,3,839806,1,29,8,0,129,172,0,171,3
J291018-3,4,347440,IM,J29-0-BASELINE,4,731084,1,11,6,0,127,63,0,-36,3
J291018-5,4,329769,IM,J29-0-BASELINE,4,690344,1,9,6,0,124,63,0,-3,3
J291018-7,3,335308,IM,J29-0-BASELINE,3,781795,1,11,7,0,124,169,0,168,2
J291019-1,2,461739,IM,J29-0-BASELINE,2,801819,1,18,5,0,123,80,0,-215,3
J291019-3,2,1380830,IM,J29-0-BASELINE,2,1302260,1,41,10,0,129,70,0,70,3
J291020-1,2,414992,IM,J29-0-BASELINE,2,1450532,2,24,12,0,191,154,-1,154,4
J291022-1,4,2512587,IM,J29-0-BASELINE,4,1461357,1,25,7,0,130,250,0,250,4
J291023-501,4,23648,IM,J29-0-BASELINE,4,2807224,3,32,15,11,252,72,-1,-32,5
J291023-503,4,20425,IM,J29-0-BASELINE,4,1335416,2,13,9,5,209,225,-1,225,5
J291023-505,3,22225,IM,J29-0-BASELINE,3,2271933,3,23,14,9,250,4,-1,-193,4
J291023-507,3,21374,IM,J29-0-BASELINE,3,2274969,3,21,15,7,252,261,-1,261,4
J291024-1,1,1313741,IM,J29-0-BASELINE,1,1216025,1,21,10,0,129,13,0,12,0
J291026-1,1,1778728,IM,J29-0-BASELINE,1,1044260,1,17,8,0,99,7,0,7,1
J291026-3,1,1462792,IM,J29-0-BASELINE,1,1038380,1,17,8,0,99,7,0,7,1
J291026-501,1,22789,SA,J29-0-BASELINE,1,2456699,2,2,13,3,169,7,-1,7,0
J291026-503,1,21594,SA,J29-0-BASELINE,1,2185873,2,2,12,2,165,7,-1,7,0
J291027-1,2,251050,IM,J29-0-BASELINE,2,739737,1,18,7,0,123,50,0,50,2
J291028-1,1,170027,MP,J29-0-1164,1,657141,1,14,7,0,93,23,0,23,0
J291028-5,1,172298,MP,J29-0-1164,1,651293,1,15,7,0,89,23,0,23,0
J291029-1,1,463537,IM,J29-0-BASELINE,1,903889,1,28,11,0,131,63,0,63,1
J291030-1,3,927619,IM,J29-0-BASELINE,3,852278,1,21,6,0,131,78,0,-57,2
J291031-1,3,263459,NM,J29-0-BASELINE,2,734655,1,17,8,0,126,99,0,99,2
J291031-1,3,263459,NM,J29-0-BASELINE,2,734655,1,17,8,0,126,0,0,-592,2
J291031-3,3,332512,NM,J29-0-BASELINE,2,765445,1,18,8,0,127,61,0,58,1
J291031-3,3,332512,NM,J29-0-BASELINE,2,765445,1,18,8,0,127,140,0,13,1
J291031-5,1,314174,MP,J29-0-BASELINE,1,746642,1,15,7,0,95,5,0,5,0
J291032-1,4,453049,NM,J29-0-BASELINE,4,1206395,2,33,12,0,189,102,-1,102,3
J291032-3,2,423334,NM,J29-0-1164,2,1150505,2,36,11,0,152,0,0,-182,1
J291033-1,1,131041,NM,J29-0-BASELINE,1,553014,1,10,5,0,112,90,0,88,0
J291034-3,3,651340,NM,J29-0-BASELINE,3,803963,1,20,6,0,140,88,0,-130,2
J291034-503,2,24678,SA,J29-0-BASELINE,2,716864,1,7,7,8,132,88,0,-77,1
J291035-1,2,96256,NM,J29-0-BASELINE,2,512454,1,3,5,0,122,88,0,-130,1
J291035-3,2,171484,NM,J29-0-BASELINE,2,588835,1,6,5,0,128,14,0,14,1
J291035-5,2,179121,NM,J29-0-BASELINE,2,626779,1,6,5,0,128,14,0,14,1
J291036-1,2,213453,LU,J29-0-BASELINE,2,697669,1,16,9,0,130,18,0,-103,1
J291036-3,2,292913,LU,J29-0-BASELINE,2,765457,1,19,8,0,131,40,0,40,1
J291036-503,2,18472,SA,J29-0-BASELINE,2,745659,1,3,5,3,127,41,0,41,1
J291038-17,1,530549,NM,J29-0-1164,1,943010,1,19,8,0,111,26,0,26,0
J291038-3,3,652678,NM,J29-0-BASELINE,3,802931,1,24,6,0,140,88,0,-100,2
J291038-503,2,25782,SA,J29-0-BASELINE,2,702888,1,5,7,8,131,96,0,96,1
J291038-517,1,26387,SA,J29-0-1164,1,883329,1,6,8,5,112,26,0,26,0
J291040-5,1,151245,NM,J29-0-BASELINE,1,572210,1,9,6,0,126,99,0,100,0
J291042-17,4,571480,NM,J29-0-BASELINE,4,1162222,2,46,13,0,188,77,0,76,3
J291042-21,2,419822,MP,J29-0-1164,2,1069656,2,29,14,0,157,7,0,7,1
J291044-17,1,259782,NM,J29-0-BASELINE,1,694542,1,16,8,0,129,99,0,99,0
J291046-1,1,168931,LU,J29-0-BASELINE,1,662796,1,11,6,0,86,6,0,6,0
J291047-1,1,254175,AM,J29-0-1164,1,965248,2,23,11,0,130,22,-1,22,0
J291051-1,3,119300,NM,J29-0-BASELINE,3,680689,2,4,8,0,185,35,-1,-44,2
J291051-501,2,18286,SA,J29-0-BASELINE,2,774607,1,3,5,2,127,35,-1,-41,1
J291052-1,2,120392,NM,J29-0-BASELINE,2,620925,1,4,5,0,122,35,0,-51,1
J291052-501,2,18286,SA,J29-0-BASELINE,2,833290,1,4,6,2,134,35,0,-43,1
J291061-1001,1,6439321,VF,N21-0-1016,1,4189411,3,39,23,0,205,38,0,38,0
J291061-1003,1,6416836,VF,N21-0-1016,1,3707965,2,25,19,0,150,46,0,46,0
J291061-11,2,3995573,VF,N21-0-1016,2,3592856,3,37,17,0,198,46,0,46,1
J291061-9,1,4026806,VF,N21-0-1016,1,3794848,3,38,17,0,199,46,0,46,0
J291067-3,2,551903,AM,J29-0-1164,2,1645182,2,34,12,0,156,22,-1,22,1
J291067-503,1,30254,SA,J29-0-1164,1,753626,1,0,6,7,108,22,-1,22,0
J291068-1,1,101089,NM,J29-0-1164,1,547580,1,5,5,0,87,22,0,22,0
J291085-1,2,115388,NM,J29-0-BASELINE,2,599802,1,8,6,0,123,272,0,272,1
J291085-501,2,24653,SA,J29-0-BASELINE,2,700013,1,2,6,5,126,272,0,272,1
J291100-1,1,164864,IM,J29-0-BASELINE,1,982435,2,11,10,0,173,28,-1,-95,3
J291101-1,2,1020298,IM,J29-0-BASELINE,2,2074354,3,27,16,0,249,258,-1,256,2
J291102-1,1,470866,IM,J29-0-BASELINE,1,1474311,3,30,13,0,239,153,-1,153,2
J291103-1,2,2035208,IM,J29-0-BASELINE,2,2428334,2,22,13,0,191,78,-1,-41,2
J291104-1,2,542474,IM,J29-0-BASELINE,2,1059687,2,7,9,0,187,486,-1,-95,3
J291105-3,4,310080,MP,J29-0-BASELINE,4,795775,1,30,8,0,127,26,0,-41,4
J291106-1,3,146492,NM,J29-0-BASELINE,3,593203,1,8,5,0,125,59,0,58,3
J291106-17,2,113970,NM,J29-0-1164,2,753274,2,8,10,0,129,0,0,-182,1
J291106-5,2,129802,NM,J29-0-BASELINE,2,545667,1,4,5,0,124,48,0,48,1
J291106-7,3,141627,NM,J29-0-BASELINE,3,544934,1,9,6,0,110,43,0,-66,2
J291140-3,3,762049,IM,J29-0-BASELINE,3,856695,1,30,9,0,126,28,0,-95,2
J291140-501,3,22089,IM,J29-0-BASELINE,3,2548529,3,51,17,7,254,53,-1,53,4
J291140-505,3,25381,IM,J29-0-BASELINE,3,2768848,3,53,19,12,254,41,-1,-79,3
J291142-1,2,4989650,IM,J29-0-BASELINE,2,2174087,1,67,13,0,140,195,0,195,2
J291143-1,4,5639520,IM,J29-0-BASELINE,4,3220846,3,108,23,0,263,184,-1,183,3
J291144-1,2,2080121,IM,J29-0-BASELINE,2,6517272,2,33,11,0,186,210,-1,210,1
J291145-501,3,20393,IM,J29-0-BASELINE,3,2035058,2,50,16,4,202,41,-1,-75,2
J291147-1,3,788471,IM,J29-0-BASELINE,3,986197,1,44,8,0,126,166,0,166,3
J291148-1,2,1812826,IM,J29-0-BASELINE,2,943682,1,41,7,0,126,75,0,75,1
J291148-501,1,28506,SA,J29-0-BASELINE,1,844944,1,0,6,5,134,75,0,75,0
J291149-1,1,104207,NM,J29-0-BASELINE,1,500688,1,4,5,0,109,42,0,43,0
J291180-5,5,467640,IM,J29-0-BASELINE,5,901959,1,38,9,0,131,92,0,-79,5
J291180-501,1,0,SA,J29-0-BASELINE,1,0,,,,,,43,0,43,0
J291180-503,5,19313,IM,J29-0-BASELINE,5,869946,1,22,7,2,129,92,0,-80,5
J291180-505,1,27074,SA,J29-0-BASELINE,1,687212,1,5,6,4,129,119,0,119,0
J291180-7,1,137031,MP,J29-0-BASELINE,1,607801,1,11,5,0,122,213,0,211,0
J291180-9,2,848682,IM,J29-0-BASELINE,2,821564,1,14,6,0,126,92,0,-78,1
J291181-501,2,21551,SA,J29-0-BASELINE,2,1017568,2,26,11,3,190,486,0,-49,2
J291182-1,1,110256,NM,J29-0-BASELINE,1,531910,1,5,5,0,116,58,0,57,0
J291182-15,1,120220,NM,J29-0-1164,1,542421,1,5,6,0,88,21,0,21,0
J291182-3,2,119820,NM,J29-0-BASELINE,2,578309,1,9,5,0,117,58,0,57,1
J291183-1,1,144228,NM,J29-0-BASELINE,1,637618,1,12,5,0,87,12,0,8,0
J291200-1,2,1917540,IM,J29-0-BASELINE,2,1601748,3,28,14,0,243,78,-1,-147,3
J291200-11,2,671831,IM,J29-0-BASELINE,2,1614703,2,19,11,0,181,59,-1,22,3
J291200-13,2,658177,MP,J29-0-BASELINE,2,1578420,2,18,11,0,184,18,-1,-276,2
J291200-3,2,1854746,IM,J29-0-BASELINE,2,1964748,3,30,14,0,242,78,-1,-77,3
J291201-1,1,173501,NM,J29-0-BASELINE,1,557738,1,11,5,0,124,79,0,77,0
J291201-3,1,170847,NM,J29-0-BASELINE,1,563583,1,10,5,0,116,105,0,105,0
J291201-5,1,178496,NM,J29-0-BASELINE,1,551430,1,14,5,0,112,55,0,55,0
J291202-1,2,721034,IM,J29-0-BASELINE,2,1501493,2,30,14,0,190,78,-1,-23,2
J291202-3,2,1663448,IM,J29-0-BASELINE,2,1605473,2,27,15,0,190,78,-1,-69,2
J291203-1,2,290410,IM,J29-0-BASELINE,2,754243,1,28,7,0,125,39,0,-542,1
J291203-3,2,247599,IM,J29-0-BASELINE,2,657985,1,14,5,0,124,168,0,168,1
J291203-5,1,115812,NM,J29-0-BASELINE,1,537162,1,5,5,0,123,61,-1,59,0
J291204-1,2,551105,IM,J29-0-BASELINE,2,1525444,2,30,12,0,194,154,-1,153,2
J291205-1,1,208449,MP,J29-0-BASELINE,1,592456,1,15,6,0,112,60,0,59,0
J291205-3,1,261092,NM,J29-0-BASELINE,1,560604,1,16,6,0,111,66,0,-152,1
J291206-3,1,126012,AM,J29-0-1164,1,1195946,2,10,10,0,132,11,-1,11,0
J2912263-1,1,174565,SM,J29-0-BASELINE,1,626820,1,15,6,0,124,34,0,34,0
J291240-1,3,867973,IM,J29-0-BASELINE,3,1638063,2,29,13,0,188,27,-1,-71,5
J291240-11,1,361574,MP,J29-0-1164,1,813815,1,4,7,0,100,18,0,18,0
J291241-501,5,20800,IM,J29-0-BASELINE,5,1315060,2,17,12,5,191,28,-1,-95,4
J291241-503,3,22756,IM,J29-0-BASELINE,3,1304278,2,18,12,5,195,146,-1,146,2
J291241-505,2,21030,MP,J29-0-BASELINE,2,855738,1,6,6,5,129,62,0,-41,1
J291242-501,2,20877,IM,J29-0-BASELINE,2,870077,1,17,8,5,134,62,0,-69,1
J291242-503,2,20734,IM,J29-0-BASELINE,2,864277,1,17,8,5,134,13,0,12,1
J291242-505,1,21053,MP,J29-0-BASELINE,1,853890,1,6,6,5,129,38,0,38,0
J291280-1,4,2317577,IM,J29-0-BASELINE,4,2632691,3,45,19,0,246,154,-1,153,3
J291281-1,2,2237604,IM,J29-0-BASELINE,2,3735476,2,62,14,0,188,72,-1,72,1
J291282-1,2,618701,IM,J29-0-BASELINE,2,1827789,2,32,9,0,180,85,-1,85,1
J291305-1,3,362292,MP,J29-0-1164,3,768078,1,31,6,0,103,20,0,20,2
J291305-601,1,36866,SA,J29-0-1164,1,802323,1,7,5,7,104,20,0,20,0
J291306-1,2,130867,MP,J29-0-1164,2,624002,1,10,5,0,86,20,0,20,1
J291307-501,1,57641,SA,J29-0-1164,1,1256766,1,2,6,26,107,20,0,20,0
J291307-503,1,50986,SA,J29-0-1164,1,774296,2,2,8,20,145,20,-1,20,0
J291307-603,3,50545,SA,J29-0-1164,3,716977,1,9,6,13,104,20,0,20,2
J291317-3,2,95153,NM,J29-0-1164,2,556822,1,4,6,0,86,14,0,15,1
J291350-29,1,873125,NM,J29-0-1164,1,1189746,1,25,10,0,104,14,0,14,0
J291350-39,1,786674,NM,J29-0-1164,1,957204,1,20,8,0,102,21,0,21,0
J291350-529,1,35717,SA,J29-0-1164,1,3059354,2,12,15,15,184,14,-1,14,0
J291350-539,1,33164,SA,J29-0-1164,1,2369311,2,10,14,14,176,21,-1,21,0
J291351-1,1,1204568,IM,J29-0-BASELINE,1,830695,1,22,8,0,126,126,0,126,0
